FID,Geocodigo,Nome,MoradDPPOCanalizCasaTot,MoradDPPOCanalizTerrTot,MoradDPPOSemCanalizTot,MoradDPPOTotTot,PercMoradDPPOCanalizCasaTot,PercMoradDPPOCanalizTerrTot,PercMoradDPPOSemCanalizTot
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6192,3302601,Mangaratiba - RJ,40827,233,126,41186,99.13,0.57,0.31
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6191,3302700,Maricá - RJ,183321,5722,7821,196864,93.12,2.91,3.97
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6190,3302809,Mendes - RJ,17125,97,239,17461,98.08,0.56,1.37
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-618f,3302858,Mesquita - RJ,152846,10007,3971,166824,91.62,6,2.38
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-618e,3302908,Miguel Pereira - RJ,26424,82,44,26550,99.53,0.31,0.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-618d,3303005,Miracema - RJ,26683,84,56,26823,99.48,0.31,0.21
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-618c,3303104,Natividade - RJ,14981,19,12,15012,99.79,0.13,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-618b,3303203,Nilópolis - RJ,136257,8637,1746,146640,92.92,5.89,1.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-618a,3303302,Niterói - RJ,474562,4485,1038,480085,98.85,0.93,0.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6189,3303401,Nova Friburgo - RJ,188744,399,179,189322,99.69,0.21,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6188,3303500,Nova Iguaçu - RJ,726268,34597,23707,784572,92.57,4.41,3.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6187,3303609,Paracambi - RJ,39551,1111,490,41152,96.11,2.7,1.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6186,3303708,Paraíba do Sul - RJ,41277,514,168,41959,98.37,1.23,0.4
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6185,3303807,Paraty - RJ,44581,340,153,45074,98.91,0.75,0.34
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6184,3303856,Paty do Alferes - RJ,29443,45,57,29545,99.65,0.15,0.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6183,3303906,Petrópolis - RJ,275091,1586,1281,277958,98.97,0.57,0.46
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6182,3305703,Sumidouro - RJ,15177,14,4,15195,99.88,0.09,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6181,3303955,Pinheiral - RJ,24132,63,69,24264,99.46,0.26,0.28
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6180,3304003,Piraí - RJ,27096,115,255,27466,98.65,0.42,0.93
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-617f,3304102,Porciúncula - RJ,17138,74,18,17230,99.47,0.43,0.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-617e,3304110,Porto Real - RJ,20308,27,15,20350,99.79,0.13,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-617d,3304128,Quatis - RJ,13208,95,366,13669,96.63,0.7,2.68
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-617c,3304144,Queimados - RJ,134743,4068,1516,140327,96.02,2.9,1.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-617b,3304151,Quissamã - RJ,21952,271,111,22334,98.29,1.21,0.5
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-617a,3304201,Resende - RJ,128507,209,92,128808,99.77,0.16,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6179,3304300,Rio Bonito - RJ,53683,783,1709,56175,95.56,1.39,3.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6178,3304409,Rio Claro - RJ,16934,96,352,17382,97.42,0.55,2.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6177,3304508,Rio das Flores - RJ,8930,4,12,8946,99.82,0.04,0.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6176,3304524,Rio das Ostras - RJ,142570,9093,4714,156377,91.17,5.81,3.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6175,3304557,Rio de Janeiro - RJ,6107379,56290,10880,6174549,98.91,0.91,0.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6174,3304607,Santa Maria Madalena - RJ,10080,37,81,10198,98.84,0.36,0.79
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6173,3500907,Altair - SP,3426,9,4,3439,99.62,0.26,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6172,3304706,Santo Antônio de Pádua - RJ,41061,55,79,41195,99.67,0.13,0.19
